WKT,PFI,UFI,FTYPE_CODE,NFEAT_ID,EZI_RDNAME,EZIRDNMLBL,ROAD_NAME,ROAD_TYPE,RD_SUF,RD_NAME1,RD_TYPE1,RD_SUF1,RD_NAME2,RD_TYPE2,RD_SUF2,RD_NAME3,RD_TYPE3,RD_SUF3,RD_NAME4,RD_TYPE4,RD_SUF4,RD_NAME5,RD_TYPE5,RD_SUF5,RD_NAME6,RD_TYPE6,RD_SUF6,RD_NAME7,RD_TYPE7,RD_SUF7,LEFT_LOC,RIGHT_LOC,CLASS_CODE,DIR_CODE,ROUTE_NO,STRUCTNAME,HT_LIMIT,RESTRICTN,PHYS_COND,CONST_TYPE,ROAD_SEAL,DIV_RD,NRE_ROUTE,FROM_UFI,TO_UFI,FQID,CRDATE_PFI,SUPER_PFI,CRDATE_UFI
"LINESTRING (144.94781056400006 -37.801522940999973,144.94787739499998 -37.801154357999962,144.94640206300005 -37.800995490999981,144.94638073300007 -37.801113459999954)",10127519,12575802,road,0,LITTLE BAILLIE STREET,Little Baillie St,LITTLE BAILLIE,STREET,,,,,,,,,,,,,,,,,,,,,,,NORTH MELBOURNE,NORTH MELBOURNE,5,F,,,0.0,,,,1,U,,2306095,12575812,1215,2003/03/24,5668781,2003/03/24
"LINESTRING (144.94638073300007 -37.801113459999954,144.94633676300009 -37.801356596)",10127520,12575803,road,0,LITTLE BAILLIE STREET,Little Baillie St,LITTLE BAILLIE,STREET,,,,,,,,,,,,,,,,,,,,,,,NORTH MELBOURNE,NORTH MELBOURNE,5,F,,,0.0,,,,1,U,,12575812,2306002,1215,2003/03/24,5668781,2003/03/24
"LINESTRING (144.97748648600009 -37.813218490999986,144.97757773800004 -37.81322757199996,144.97759977 -37.81322945,144.97774648699999 -37.81324866)",10086917,12493519,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493877,12493878,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.98028963600007 -37.8135221,144.98006244200008 -37.813497698999981)",10086924,12493526,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493882,12493881,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.95415262200004 -37.809735846999956,144.95444150100002 -37.809395925999979,144.95470172300008 -37.809021954,144.95484873300006 -37.808718108999983,144.95492582600002 -37.808480181999983)",10087209,12494617,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,11,B,,,0.0,,,,2,ND,,12494649,2309461,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.95569993700008 -37.822443659999976,144.95548643100005 -37.82197925)",10087433,12496528,road,0,SPENCER STREET,Spencer St,SPENCER,STREET,,,,,,,,,,,,,,,,,,,,,,,DOCKLANDS,MELBOURNE,2,B,,,0.0,,,,1,ND,,2315985,12497900,2431,2003/01/08,5680177,2003/01/08
"LINESTRING (144.97001225100007 -37.80031993,144.970044852 -37.80011826599997)",5668018,12575286,road,0,RATHDOWNE STREET,Rathdowne St,RATHDOWNE,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,3,B,,,0.0,,,,1,DS,,12575708,2305314,1269,2000/12/17,0,2003/03/21
"LINESTRING (144.96820019200004 -37.802110381999967,144.96893774300008 -37.802192332,144.96899299000006 -37.801855008999951)",5669227,12522766,road,0,OCONNELL LANE,Oconnell Lane,OCONNELL,LANE,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,U,,12525178,12525177,762,2000/12/17,0,2003/01/24
"LINESTRING (144.96820019200004 -37.802110381999967,144.96819423900001 -37.802145320999955,144.96805207900002 -37.802979067999956)",10098929,12522767,road,0,DRUMMOND STREET,Drummond St,DRUMMOND,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,DS,,12525178,2306857,260,2003/01/24,5669168,2003/01/24
"LINESTRING (144.96840627800009 -37.800901732999989,144.96834725500003 -37.801247911999951)",10098930,12522768,road,0,DRUMMOND STREET,Drummond St,DRUMMOND,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,DS,,2305763,12525169,260,2003/01/24,5669168,2003/01/24
"LINESTRING (144.96840627800009 -37.800901732999989,144.96917746200006 -37.800984374999985)",10098931,12522769,road,0,GRATTAN STREET,Grattan St,GRATTAN,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,3,B,,,0.0,,,,1,U,,2305763,12525168,1269,2003/01/24,5668514,2003/01/24
"LINESTRING (144.96917746200006 -37.800984374999985,144.96989241900008 -37.801060980999978)",10098932,12522770,road,0,GRATTAN STREET,Grattan St,GRATTAN,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,3,B,,,0.0,,,,1,U,,12525168,2305846,1269,2003/01/24,5668514,2003/01/24
"LINESTRING (144.96834725500003 -37.801247911999951,144.96829353700002 -37.801562970999953)",10098933,12522771,road,0,DRUMMOND STREET,Drummond St,DRUMMOND,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,DS,,12525169,12525173,260,2003/01/24,5669168,2003/01/24
"LINESTRING (144.96829353700002 -37.801562970999953,144.96820019200004 -37.802110381999967)",10098934,12522772,road,0,DRUMMOND STREET,Drummond St,DRUMMOND,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,DS,,12525173,12525178,260,2003/01/24,5669168,2003/01/24
"LINESTRING (144.96908609900004 -37.801479573999984,144.96892387299999 -37.801458934999971)",10098935,12522773,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,ND,,12525172,12525171,4999,2003/01/24,0,2003/01/24
"LINESTRING (144.96905534799998 -37.801646197999958,144.96829353700002 -37.801562970999953)",10098939,12522777,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,ND,,12525174,12525173,4999,2003/01/24,0,2003/01/24
"LINESTRING (144.96902765900006 -37.801796298999989,144.96899299000006 -37.801855008999951)",10098940,12522778,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,1,ND,,12525176,12525177,4999,2003/01/24,0,2003/01/24
"LINESTRING (144.96834725500003 -37.801247911999951,144.96879268400005 -37.801294773,144.96878387100003 -37.801352624)",10098941,12522779,road,0,SARTORI LANE,Sartori Lane,SARTORI,LANE,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,ND,,12525169,12525170,4999,2003/01/24,0,2003/01/24
"LINESTRING (144.97048733200006 -37.800053709999986,144.97021799499998 -37.800205995,144.97001225100007 -37.80031993)",5668017,12575287,road,0,LITTLE BARKLY STREET,Little Barkly St,LITTLE BARKLY,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,U,,2305276,12575708,257,2000/12/17,0,2003/03/21
"LINESTRING (144.969997498 -37.80041115399996,144.96994187900009 -37.800755127)",5668325,12575288,road,0,RATHDOWNE STREET,Rathdowne St,RATHDOWNE,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,3,B,,,0.0,,,,1,DS,,12575709,2305675,1269,2000/12/17,0,2003/03/21
"LINESTRING (144.97001225100007 -37.80031993,144.97001181799999 -37.80032257,144.96999795300007 -37.800408342999958,144.969997498 -37.80041115399996)",5668084,12575289,road,0,RATHDOWNE STREET,Rathdowne St,RATHDOWNE,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,3,B,,,0.0,,,,1,DS,,12575708,12575709,1269,2000/12/17,0,2003/03/21
"LINESTRING (144.969997498 -37.80041115399996,144.96982247800008 -37.800388269,144.96947543300007 -37.800348563999989,144.96945333100007 -37.80049870299996)",5668143,12575290,road,0,DORCHESTER PLACE,Dorchester Pl,DORCHESTER,PLACE,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,U,,12575709,2305530,1163,2000/12/17,0,2003/03/21
"LINESTRING (144.96432666700002 -37.815020624,144.96432379300006 -37.815021452999986,144.96421948400007 -37.815051604999951)",5676376,12575301,road,0,LITTLE COLLINS STREET,Little Collins St,LITTLE COLLINS,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,12575715,2312648,1217,2000/12/17,0,2003/03/21
"LINESTRING (144.964486556 -37.814973927999972,144.96439018600006 -37.815002263,144.96432763300004 -37.81502034499999,144.96432666700002 -37.815020624)",5676364,12575303,road,0,LITTLE COLLINS STREET,Little Collins St,LITTLE COLLINS,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2312619,12575715,1217,2000/12/17,0,2003/03/21
"LINESTRING (144.96618177800008 -37.816718175,144.96594395200009 -37.81678689)",5677313,12575311,road,0,FLINDERS LANE,Flinders Lane,FLINDERS,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,12575719,2313446,1217,2000/12/17,0,2003/03/21
"LINESTRING (144.96575088700001 -37.815724038999974,144.96616866700003 -37.816627710999967,144.96618177800008 -37.816718175)",5677284,12575312,road,0,MANCHESTER LANE,Manchester Lane,MANCHESTER,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2312971,12575719,257,2000/12/17,0,2003/03/21
"LINESTRING (144.96637112799999 -37.817164144,144.96620574899998 -37.816805488999989,144.96618177800008 -37.816718175)",5677519,12575313,road,0,ROYSTON PLACE,Royston Pl,ROYSTON,PLACE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2313621,12575719,257,2000/12/17,0,2003/03/21
"LINESTRING (144.96628875900001 -37.816687274,144.96618725400003 -37.816716590999988,144.96618177800008 -37.816718175)",5677283,12575314,road,0,FLINDERS LANE,Flinders Lane,FLINDERS,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2313410,12575719,110,2000/12/17,0,2003/03/21
"LINESTRING (144.96156918500003 -37.818035404999989,144.96144450300005 -37.818071675)",5677997,12575315,road,0,FLINDERS LANE,Flinders Lane,FLINDERS,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2314022,12575720,108,2000/12/17,0,2003/03/21
"LINESTRING (144.96144450300005 -37.818071675,144.96144296900002 -37.818072124999958,144.96133728000007 -37.81810287799999)",5678012,12575316,road,0,FLINDERS LANE,Flinders Lane,FLINDERS,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,12575720,2314049,108,2000/12/17,0,2003/03/21
"LINESTRING (144.95890026200004 -37.813262127999963,144.95732298600001 -37.813712358999965)",5675579,12582188,road,0,LONSDALE STREET,Lonsdale St,LONSDALE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,3,B,,,0.0,,,,1,U,,12583212,2311951,1272,2000/12/17,0,2003/04/09
"LINESTRING (144.95942051100008 -37.813113676,144.95890026200004 -37.813262127999963)",5675318,12582189,road,0,LONSDALE STREET,Lonsdale St,LONSDALE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,3,B,,,0.0,,,,1,U,,2311664,12583212,1272,2000/12/17,0,2003/04/09
"LINESTRING (144.95890026200004 -37.813262127999963,144.95865950500001 -37.81273676,144.95810948600001 -37.812893469999949)",5675319,12582190,road,0,LONSDALE LANE,Lonsdale Lane,LONSDALE,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,12583212,12583211,281,2000/12/17,0,2003/04/09
"LINESTRING (144.96108758399998 -37.819301148999955,144.96110891700005 -37.819294938999974,144.96134504100007 -37.819226233,144.96147043000008 -37.819189747)",5678639,13096031,road,0,FLINDERS STREET,Flinders St,FLINDERS,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,3,B,,,0.0,,,,1,U,,13098530,2314546,1269,2000/12/17,0,2004/01/13
"LINESTRING (144.96001725000008 -37.819613471999958,144.96059277400002 -37.819445525999981,144.96108758399998 -37.819301148999955)",5678799,13096032,road,0,FLINDERS STREET,Flinders St,FLINDERS,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,3,B,,,0.0,,,,1,U,,2314743,13098530,1272,2000/12/17,0,2004/01/13
"LINESTRING (144.95639449800001 -37.817844262999984,144.95662891400002 -37.818356801999983)",5678150,13096026,road,0,KING STREET,King St,KING,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,2,B,,,0.0,,,,1,DS,,2313946,13098526,1272,2000/12/17,0,2004/01/13
"LINESTRING (144.95662891400002 -37.818356801999983,144.95790297799999 -37.817990466999959)",5678149,13096025,road,0,COLLINS STREET,Collins St,COLLINS,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,4,B,,,0.0,,,,1,U,,13098526,2313999,1328,2000/12/17,0,2004/01/13
"LINESTRING (144.96575686200003 -37.81126269799995,144.96533101400007 -37.81138668)",11530305,14908557,road,0,LONSDALE STREET,Lonsdale St,LONSDALE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,3,B,,,0.0,,,,1,DS,,14908608,2310807,1272,2004/07/22,5674273,2004/07/22
"LINESTRING (144.94543557300005 -37.807965118999959,144.94532633699998 -37.808058493999965,144.94532275699999 -37.808061898)",10144005,12607340,road,0,TAIT LANE,Tait Lane,TAIT,LANE,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,5,B,,,0.0,,,,1,U,,12607541,12607542,2915,2003/05/23,5672677,2003/05/23
"LINESTRING (144.94532275699999 -37.808061898,144.94500308099998 -37.808366192999983)",10144006,12607341,road,0,TAIT LANE,Tait Lane,TAIT,LANE,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,5,B,,,0.0,,,,1,U,,12607542,2309409,2915,2003/05/23,5672677,2003/05/23
"LINESTRING (144.95770704200004 -37.810163994999982,144.95839897899998 -37.809963491999952)",5673649,13095992,road,0,ABECKETT STREET,Abeckett St,ABECKETT,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2310243,13098514,257,2000/12/17,0,2004/01/13
"LINESTRING (144.95515433900005 -37.80578707699999,144.95598765900002 -37.805878557999961)",5671303,13095982,road,0,VICTORIA STREET,Victoria St,VICTORIA,STREET,,,,,,,,,,,,,,,,,,,,,,,NORTH MELBOURNE,WEST MELBOURNE,3,B,,,0.0,,,,1,U,,2308210,13098509,3672,2000/12/17,0,2004/01/13
"LINESTRING (144.95711252000001 -37.80600203399996,144.95600042299998 -37.805879968,144.95598765900002 -37.805878557999961)",5671366,13095983,road,0,VICTORIA STREET,Victoria St,VICTORIA,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,NORTH MELBOURNE,2,B,,,0.0,,,,1,ND,,2308305,13098509,2428,2000/12/17,0,2004/01/13
"LINESTRING (144.96919761200002 -37.805232211999964,144.96893579200002 -37.806769541999984)",5671733,13095984,road,0,RATHDOWNE STREET,Rathdowne St,RATHDOWNE,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,3,B,,,0.0,,,,1,DS,,13098508,2308634,1269,2000/12/17,0,2004/01/13
"LINESTRING (144.969553088 -37.803144891999978,144.96919761200002 -37.805232211999964)",5670927,13095978,road,0,RATHDOWNE STREET,Rathdowne St,RATHDOWNE,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,3,B,,,0.0,,,,1,DS,,2306932,13098508,1269,2000/12/17,0,2004/01/13
"LINESTRING (144.96919761200002 -37.805232211999964,144.96855145400002 -37.805159260999972)",5670928,13095979,road,0,QUEENSBERRY STREET,Queensberry St,QUEENSBERRY,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,4,B,,,0.0,,,,1,DS,,13098508,2307912,1328,2000/12/17,0,2004/01/13
"LINESTRING (144.96473350300005 -37.804728166999951,144.964616449 -37.80540157199999)",5671033,13095980,road,0,CARDIGAN STREET,Cardigan St,CARDIGAN,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,DS,,13098505,2308035,260,2000/12/17,0,2004/01/13
"LINESTRING (144.95615078100002 -37.804934595999953,144.95599674000005 -37.805788758,144.95598765900002 -37.805878557999961)",5671302,13095981,road,0,PEEL STREET,Peel St,PEEL,STREET,,,,,,,,,,,,,,,,,,,,,,,NORTH MELBOURNE,NORTH MELBOURNE,2,B,,,0.0,,,,1,DS,,2307812,13098509,1328,2000/12/17,0,2004/01/13
"LINESTRING (144.945198301 -37.807610418999957,144.944993135 -37.807894395,144.94500470900005 -37.807908204,144.945091639 -37.807943499999965,144.94532275699999 -37.808061898)",5672441,12607342,road,0,TAIT LANE,Tait Lane,TAIT,LANE,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,5,B,,,0.0,,,,1,U,,2309072,12607542,2915,2000/12/17,0,2003/05/23
"LINESTRING (144.97843229700004 -37.80924689699998,144.97839317600005 -37.809475204999956)",10024419,12323812,road,0,LANSDOWNE STREET,Lansdowne St,LANSDOWNE,STREET,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,2,B,,,0.0,,,,1,DS,,2309806,12323823,1487,2002/06/25,5673481,2002/06/25
"LINESTRING (144.97839317600005 -37.809475204999956,144.97833231599998 -37.809830299)",10024420,12323813,road,0,LANSDOWNE STREET,Lansdowne St,LANSDOWNE,STREET,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,2,B,,,0.0,,,,1,DS,,12323823,2310100,1487,2002/06/25,5673481,2002/06/25
"LINESTRING (144.97833231599998 -37.809830299,144.97915634100002 -37.809920274999968)",10024421,12323814,road,0,ALBERT STREET,Albert St,ALBERT,STREET,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,3,B,,,0.0,,,,1,DS,,2310100,12323824,1269,2002/06/25,5673619,2002/06/25
"LINESTRING (144.97915634100002 -37.809920274999968,144.97918844500009 -37.809923777,144.98093604799999 -37.810124855999959)",10024422,12323815,road,0,ALBERT STREET,Albert St,ALBERT,STREET,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,3,B,,,0.0,,,,1,DS,,12323824,2310221,1269,2002/06/25,5673619,2002/06/25
"LINESTRING (144.97231931200008 -37.801004261,144.97233222 -37.80107204699999,144.97232388300006 -37.801108760999966,144.97229348200005 -37.801242598999977)",10086803,12493405,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,2305816,12493811,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97229348200005 -37.801242598999977,144.97199069200008 -37.801516750999951,144.97138937700004 -37.801998503999982)",10086804,12493406,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493811,12493812,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97138937700004 -37.801998503999982,144.97047563900003 -37.801265347999959,144.970223035 -37.80101654399999)",10086805,12493407,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493812,12493809,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97229348200005 -37.801242598999977,144.972318685 -37.801288097,144.97272046000001 -37.80201343799996)",10086806,12493408,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493811,12493813,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97272046000001 -37.80201343799996,144.97271529200009 -37.802015877999963,144.97185223500003 -37.802369874999954)",10086807,12493409,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493813,12493814,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97185223500003 -37.802369874999954,144.97138937700004 -37.801998503999982)",10086808,12493410,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493814,12493812,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97185223500003 -37.802369874999954,144.97117606699999 -37.802647215999968,144.97056847500005 -37.80285303)",10086809,12493411,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493814,12493815,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.970223035 -37.80101654399999,144.97023052700001 -37.801053838999962,144.97030141499999 -37.801406528999962,144.97025995299998 -37.801676172999976,144.97017482000001 -37.801881977999983,144.97011485100006 -37.801998094999988,144.97009066500004 -37.802051753,144.97008696700004 -37.802186866999989,144.97009660000003 -37.80266465599999,144.97004159100004 -37.803015045)",10086810,12493412,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493809,12493816,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97138937700004 -37.801998503999982,144.97135201800006 -37.802028436,144.97081673299999 -37.80249684099999,144.97039077300008 -37.80270577899995,144.97012191700003 -37.80302421)",10086811,12493413,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493812,12493817,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97037548600008 -37.805345107999983,144.97038512200004 -37.805301104999955,144.970441241 -37.805044943999974)",10086816,12493418,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493825,12493821,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97037548600008 -37.805345107999983,144.96960686600005 -37.80526605)",10086817,12493419,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493825,12493823,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97111910299998 -37.805421577,144.97106622000001 -37.805416139999977,144.97037548600008 -37.805345107999983)",10086818,12493420,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493826,12493825,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.96960686600005 -37.80526605,144.96967807500005 -37.805505204999974,144.96969014800004 -37.805528976)",10086819,12493421,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493823,12493828,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.972379907 -37.805560322999952,144.97238772500009 -37.805515851,144.97243360700008 -37.80525529)",10086820,12493422,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493829,12493822,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.95554134899999 -37.819838336999965,144.95462151200002 -37.820098445999975)",6308373,12378695,road,0,FLINDERS LANE,Flinders Lane,FLINDERS,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,9891881,12380226,257,2001/11/08,0,2002/08/20
"LINESTRING (144.95462151200002 -37.820098445999975,144.95460229700006 -37.820056054999952,144.95424496200008 -37.819278750999956)",6308374,12378696,road,0,SPENCER STREET,Spencer St,SPENCER,STREET,,,,,,,,,,,,,,,,,,,,,,,DOCKLANDS,MELBOURNE,2,B,,,0.0,,,,1,ND,,12380226,2314592,2431,2001/11/08,0,2002/08/20
"LINESTRING (144.95507499400003 -37.821099025999956,144.95462151200002 -37.820098445999975)",6308372,12378697,road,0,SPENCER STREET,Spencer St,SPENCER,STREET,,,,,,,,,,,,,,,,,,,,,,,DOCKLANDS,MELBOURNE,2,B,,,0.0,,,,1,ND,,2315409,12380226,2431,2001/11/08,0,2002/08/20
"LINESTRING (144.967696768 -37.80506277,144.96724744700009 -37.805012038999962)",10021373,12305891,road,0,QUEENSBERRY STREET,Queensberry St,QUEENSBERRY,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,4,B,,,0.0,,,,1,DS,,2307864,12305898,1328,2002/05/22,5670829,2002/05/22
"LINESTRING (144.96724744700009 -37.805012038999962,144.96686758700002 -37.804969145999962)",10021374,12305892,road,0,QUEENSBERRY STREET,Queensberry St,QUEENSBERRY,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,4,B,,,0.0,,,,1,DS,,12305898,2307819,1328,2002/05/22,5670829,2002/05/22
"LINESTRING (144.96724744700009 -37.805012038999962,144.96718037700009 -37.805433060999974)",10021375,12305893,road,0,SNOWBALL LANE,Snowball Lane,SNOWBALL,LANE,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,U,,12305898,12305899,4928,2002/05/22,0,2002/05/22
"LINESTRING (144.97164921000001 -37.805485575999967,144.971700231 -37.805490804999977,144.972379907 -37.805560322999952)",10086821,12493423,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493827,12493829,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97119689500005 -37.805621501999951,144.97111910299998 -37.805421577)",10086822,12493424,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493830,12493826,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97164921000001 -37.805485575999967,144.97164236800006 -37.80553004799998,144.97157203300003 -37.80560994199999,144.97152588400002 -37.805636185999958)",10086823,12493425,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493827,12493831,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97316515700004 -37.805640645999972,144.97326225400002 -37.805344199999979)",10086824,12493426,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493832,12493824,4991,2003/01/07,0,2003/01/07
