WKT,PFI,UFI,FTYPE_CODE,NFEAT_ID,EZI_RDNAME,EZIRDNMLBL,ROAD_NAME,ROAD_TYPE,RD_SUF,RD_NAME1,RD_TYPE1,RD_SUF1,RD_NAME2,RD_TYPE2,RD_SUF2,RD_NAME3,RD_TYPE3,RD_SUF3,RD_NAME4,RD_TYPE4,RD_SUF4,RD_NAME5,RD_TYPE5,RD_SUF5,RD_NAME6,RD_TYPE6,RD_SUF6,RD_NAME7,RD_TYPE7,RD_SUF7,LEFT_LOC,RIGHT_LOC,CLASS_CODE,DIR_CODE,ROUTE_NO,STRUCTNAME,HT_LIMIT,RESTRICTN,PHYS_COND,CONST_TYPE,ROAD_SEAL,DIV_RD,NRE_ROUTE,FROM_UFI,TO_UFI,FQID,CRDATE_PFI,SUPER_PFI,CRDATE_UFI
"LINESTRING (144.96931718600001 -37.811336516999972,144.96909983500007 -37.811400062999951)",5674284,1385337,road,0,LITTLE BOURKE STREET,Little Bourke St,LITTLE BOURKE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2310784,2310816,1217,2000/12/17,0,2000/12/17
"LINESTRING (144.95342176200006 -37.81139942499999,144.95292677200007 -37.81034260499996)",5674285,1385338,road,0,KING STREET,King St,KING,STREET,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,2,B,,,0.0,,,,1,DS,,2310817,2310320,1272,2000/12/17,0,2000/12/17
"LINESTRING (144.96121974599998 -37.811029830999985,144.96135466700002 -37.811337073,144.96138296900006 -37.811424325999951)",5674294,1385347,road,0,ZEVENBOOM LANE,Zevenboom Lane,ZEVENBOOM,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2310642,2310827,260,2000/12/17,0,2000/12/17
"LINESTRING (144.963834658 -37.811451326999986,144.96416228200007 -37.811353395999959)",5674311,1385365,road,0,SNIDERS LANE,Sniders Lane,SNIDERS,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2310841,2310795,260,2000/12/17,0,2000/12/17
"LINESTRING (144.96909983500007 -37.811400062999951,144.96890130400004 -37.811458107999954)",5674313,1385367,road,0,LITTLE BOURKE STREET,Little Bourke St,LITTLE BOURKE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2310816,2310845,1217,2000/12/17,0,2000/12/17
"LINESTRING (144.96890130400004 -37.811458107999954,144.96861807400001 -37.810829286)",5674314,1385368,road,0,LACEY PLACE,Lacey Pl,LACEY,PLACE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2310845,2310555,260,2000/12/17,0,2000/12/17
"LINESTRING (144.94896929499998 -37.811451566999949,144.94942396200008 -37.81132532099997)",5674315,1385369,road,0,BATMAN STREET,Batman St,BATMAN,STREET,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,5,B,,,0.0,,,,1,U,,2310846,2310780,257,2000/12/17,0,2000/12/17
"LINESTRING (144.96890130400004 -37.811458107999954,144.96876999100004 -37.81149649299999)",5674327,1385381,road,0,LITTLE BOURKE STREET,Little Bourke St,LITTLE BOURKE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2310845,2310853,1217,2000/12/17,0,2000/12/17
"LINESTRING (144.96876999100004 -37.81149649299999,144.96864824700003 -37.811218942999972)",5674328,1385382,road,0,PENDER PLACE,Pender Pl,PENDER,PLACE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2310853,2310725,260,2000/12/17,0,2000/12/17
"LINESTRING (144.96876999100004 -37.81149649299999,144.96868104400005 -37.811522499999967)",5674334,1385389,road,0,LITTLE BOURKE STREET,Little Bourke St,LITTLE BOURKE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2310853,2310861,1217,2000/12/17,0,2000/12/17
"LINESTRING (144.97304617200007 -37.811359666999977,144.97244517000001 -37.811535721999974)",5674341,1385396,road,0,BOURKE STREET,Bourke St,BOURKE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2310797,2310868,260,2000/12/17,0,2000/12/17
"LINESTRING (144.95341773200005 -37.81340416,144.953096 -37.812698845)",5675402,1386466,road,0,WARNER LANE,Warner Lane,WARNER,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2311805,2311472,1163,2000/12/17,0,2000/12/17
"LINESTRING (144.95154742700004 -37.813410374999989,144.95143548800002 -37.81316682399995)",5675406,1386470,road,0,SPENCER STREET,Spencer St,SPENCER,STREET,,,,,,,,,,,,,,,,,,,,,,,DOCKLANDS,MELBOURNE,2,B,,,0.0,,,,1,ND,,2311808,2311694,2431,2000/12/17,0,2000/12/17
"LINESTRING (144.97010348600008 -37.813325503999977,144.96978765200004 -37.813418749999983)",5675413,1386477,road,0,LITTLE COLLINS STREET,Little Collins St,LITTLE COLLINS,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2311765,2311813,110,2000/12/17,0,2000/12/17
"LINESTRING (144.968383324 -37.81341996499998,144.96827113799998 -37.813175141999977)",5675414,1386478,road,0,RUSSELL STREET,Russell St,RUSSELL,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,4,B,,,0.0,,,,1,DS,,2311814,2311697,1330,2000/12/17,0,2000/12/17
"LINESTRING (144.95437426500007 -37.813446874999954,144.95498571500002 -37.813272796999968)",5675438,1386503,road,0,LITTLE LONSDALE STREET,Little Lonsdale St,LITTLE LONSDALE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2311833,2311740,108,2000/12/17,0,2000/12/17
"LINESTRING (144.94887315900007 -37.798751883999955,144.94875229299998 -37.799442879999958)",5667463,1378494,road,0,CURZON STREET,Curzon St,CURZON,STREET,,,,,,,,,,,,,,,,,,,,,,,NORTH MELBOURNE,NORTH MELBOURNE,2,B,,,0.0,,,,1,DS,,2304619,2304950,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.97462078900003 -37.799470458999963,144.974645968 -37.79932129299999,144.97475207500008 -37.798692607999953)",5667476,1378507,road,0,NICHOLSON STREET,Nicholson St,NICHOLSON,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,FITZROY,2,B,,,0.0,,,,1,DS,,2304962,2304583,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.96869707799999 -37.799196161999987,144.96864379600004 -37.799508662999983)",5667501,1378532,road,0,DRUMMOND STREET,Drummond St,DRUMMOND,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,DS,,2304818,2304986,260,2000/12/17,0,2000/12/17
"LINESTRING (144.97305870100001 -37.808710405999989,144.97392172700006 -37.808804346999977,144.97384288600006 -37.809340004999967)",5673169,1384216,road,0,EVELYN PLACE,Evelyn Pl,EVELYN,PLACE,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,5,B,,,0.0,,,,1,U,,2309571,2309852,257,2000/12/17,0,2000/12/17
"LINESTRING (144.972970917 -37.80924476399997,144.97298266000007 -37.809246046999988,144.97384288600006 -37.809340004999967)",5673170,1384217,road,0,ALBERT STREET,Albert St,ALBERT,STREET,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,3,B,,,0.0,,,,1,DS,,2309804,2309852,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.96841409299998 -37.809366250999972,144.96882981800002 -37.809243111)",5673187,1384234,road,0,LITTLE LONSDALE STREET,Little Lonsdale St,LITTLE LONSDALE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2309872,2309802,110,2000/12/17,0,2000/12/17
"LINESTRING (144.97214002400005 -37.809404015999974,144.97278078200009 -37.80922305199999,144.972970917 -37.80924476399997)",5673210,1384257,road,0,LONSDALE STREET,Lonsdale St,LONSDALE,STREET,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,3,B,,,0.0,,,,1,DS,,2309891,2309804,1272,2000/12/17,0,2000/12/17
"LINESTRING (144.97167801500007 -37.80840683699995,144.97190085400007 -37.808887809999987,144.97214002400005 -37.809404015999974)",5673211,1384258,road,0,SPRING STREET,Spring St,SPRING,STREET,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2309423,2309891,257,2000/12/17,0,2000/12/17
"LINESTRING (144.96033131500008 -37.809403514,144.96086655099998 -37.80924958099996)",5673215,1384262,road,0,ABECKETT STREET,Abeckett St,ABECKETT,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2309894,2309812,257,2000/12/17,0,2000/12/17
"LINESTRING (144.95912657200006 -37.811549701999979,144.95889384000009 -37.811038338)",5674354,1385409,road,0,QUEEN STREET,Queen St,QUEEN,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,4,B,,,0.0,,,,1,DS,,2310876,2310646,1328,2000/12/17,0,2000/12/17
"LINESTRING (144.96868104400005 -37.811522499999967,144.96847290400001 -37.81158335399999)",5674376,1385431,road,0,LITTLE BOURKE STREET,Little Bourke St,LITTLE BOURKE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2310861,2310893,110,2000/12/17,0,2000/12/17
"LINESTRING (144.96817786899999 -37.810948129999986,144.96847290400001 -37.81158335399999)",5674377,1385432,road,0,CORRS LANE,Corrs Lane,CORRS,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2310601,2310893,260,2000/12/17,0,2000/12/17
"LINESTRING (144.96847290400001 -37.81158335399999,144.96824118300003 -37.811651092999966)",5674414,1385470,road,0,LITTLE BOURKE STREET,Little Bourke St,LITTLE BOURKE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2310893,2310929,1217,2000/12/17,0,2000/12/17
"LINESTRING (144.95341773200005 -37.81340416,144.95320325800003 -37.813467092999986)",5675452,1386517,road,0,WARNER LANE,Warner Lane,WARNER,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2311805,2311844,260,2000/12/17,0,2000/12/17
"LINESTRING (144.96213898799999 -37.813434861999951,144.962013802 -37.813471448999962)",5675453,1386518,road,0,LITTLE BOURKE STREET,Little Bourke St,LITTLE BOURKE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2311825,2311845,1217,2000/12/17,0,2000/12/17
"LINESTRING (144.97178737000002 -37.812834394999982,144.972100791 -37.813483110999982)",5675456,1386521,road,0,CLUB LANE,Club Lane,CLUB,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2311530,2311848,257,2000/12/17,0,2000/12/17
"LINESTRING (144.95032866400004 -37.813479902999973,144.94928949100006 -37.812568048)",5675459,1386524,road,0,ADDERLEY STREET,Adderley St,ADDERLEY,STREET,,,,,,,,,,,,,,,,,,,,,,,DOCKLANDS,WEST MELBOURNE,3,B,,,0.0,,,,1,U,,2311850,2311403,2428,2000/12/17,0,2000/12/17
"LINESTRING (144.95211493200009 -37.813484998999968,144.95190862100003 -37.813033486)",5675462,1386527,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2311852,2311634,2919,2000/12/17,0,2000/12/17
"LINESTRING (144.96203397900001 -37.807697413999961,144.96283824600005 -37.807464511999967)",5672315,1383360,road,0,FRANKLIN STREET,Franklin St,FRANKLIN,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,DS,,2309109,2308993,257,2000/12/17,0,2000/12/17
"LINESTRING (144.98095217600007 -37.807643703999986,144.98155385200005 -37.80770795799998)",5672321,1383366,road,0,LITTLE VICTORIA STREET,Little Victoria St,LITTLE VICTORIA,STREET,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,5,B,,,0.0,,,,1,U,,2309083,2309112,257,2000/12/17,0,2000/12/17
"LINESTRING (144.967846958 -37.807551824999962,144.96793839500003 -37.807747358999961,144.96847717100002 -37.807589077999978)",5672342,1383387,road,0,GRANT LANE,Grant Lane,GRANT,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2309034,2309062,257,2000/12/17,0,2000/12/17
"LINESTRING (144.96578939900007 -37.81236784399999,144.96564787200009 -37.812409213999956)",5674862,1385923,road,0,LITTLE BOURKE STREET,Little Bourke St,LITTLE BOURKE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2311290,2311314,110,2000/12/17,0,2000/12/17
"LINESTRING (144.96545764699999 -37.81199922899998,144.96560985200006 -37.812327265999954,144.96564787200009 -37.812409213999956)",5674863,1385924,road,0,GLOBE ALLEY,Globe Ally,GLOBE,ALLEY,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2311106,2311314,260,2000/12/17,0,2000/12/17
"LINESTRING (144.95154992200003 -37.81192880899999,144.95157811400009 -37.812028398999985,144.95177208500002 -37.812446741999963)",5674889,1385950,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,5,B,,,0.0,,,,1,U,,2311073,2311341,2919,2000/12/17,0,2000/12/17
"LINESTRING (144.95392142700007 -37.81246620099995,144.953766266 -37.812134949999972)",5674892,1385953,road,0,KING STREET,King St,KING,STREET,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,2,B,,,0.0,,,,1,DS,,2311344,2311174,1272,2000/12/17,0,2000/12/17
"LINESTRING (144.96765175300004 -37.81182341499999,144.96795193399998 -37.812478534999968)",5674894,1385955,road,0,RUSSELL STREET,Russell St,RUSSELL,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,4,B,,,0.0,,,,1,DS,,2311016,2311348,1330,2000/12/17,0,2000/12/17
"LINESTRING (144.96475603500005 -37.811612772999979,144.96515768699999 -37.812491207999983)",5674898,1385959,road,0,SWANSTON STREET,Swanston St,SWANSTON,STREET,,SWANSTON STREET,WALK,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2310910,2311352,838,2000/12/17,0,2000/12/17
"LINESTRING (144.973498662 -37.812336204999951,144.97290009599999 -37.812510478999968)",5674912,1385973,road,0,LITTLE COLLINS STREET,Little Collins St,LITTLE COLLINS,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2311276,2311367,1215,2000/12/17,0,2000/12/17
"LINESTRING (144.97260133100008 -37.811870336999959,144.97290009599999 -37.812510478999968)",5674913,1385974,road,0,WINDSOR PLACE,Windsor Pl,WINDSOR,PLACE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2311042,2311367,257,2000/12/17,0,2000/12/17
"LINESTRING (144.95746673600001 -37.816996650999954,144.95709014400006 -37.81710482599999)",5677492,1388575,road,0,LITTLE COLLINS STREET,Little Collins St,LITTLE COLLINS,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2313554,2313598,1217,2000/12/17,0,2000/12/17
"LINESTRING (144.95888687500008 -37.817157136999981,144.95865671199999 -37.816656955999974)",5677511,1388594,road,0,WILLIAM STREET,William St,WILLIAM,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,3,B,,,0.0,,,,1,U,,2313615,2313395,1272,2000/12/17,0,2000/12/17
"LINESTRING (144.962013802 -37.813471448999962,144.96179398499999 -37.813535701999967)",5675490,1386555,road,0,LITTLE BOURKE STREET,Little Bourke St,LITTLE BOURKE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2311845,2311873,110,2000/12/17,0,2000/12/17
"LINESTRING (144.96844300800001 -37.813550220999957,144.96888612800001 -37.813423141999976,144.96872207800004 -37.813056182999958,144.96838177699999 -37.813154834999978,144.96827113799998 -37.813175141999977)",5675495,1386561,road,0,MELBOURNE PLACE,Melbourne Pl,MELBOURNE,PLACE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2311881,2311697,260,2000/12/17,0,2000/12/17
"LINESTRING (144.968383324 -37.81341996499998,144.96844300800001 -37.813550220999957)",5675496,1386562,road,0,RUSSELL STREET,Russell St,RUSSELL,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,4,B,,,0.0,,,,1,DS,,2311814,2311881,1330,2000/12/17,0,2000/12/17
"LINESTRING (144.95401814400009 -37.813548290999961,144.95437426500007 -37.813446874999954)",5675499,1386565,road,0,LITTLE LONSDALE STREET,Little Lonsdale St,LITTLE LONSDALE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2311883,2311833,1226,2000/12/17,0,2000/12/17
"LINESTRING (144.97311011099998 -37.813563241999987,144.97366978299999 -37.813398734999964,144.97395249200008 -37.813315615999954)",5675504,1386570,road,0,COLLINS STREET,Collins St,COLLINS,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,4,B,,,0.0,,,,1,U,,2311887,2311759,1328,2000/12/17,0,2000/12/17
"LINESTRING (144.96831248199999 -37.80723718199999,144.96858362300009 -37.807266229999982,144.968846407 -37.807294383)",5672083,1383128,road,0,VICTORIA STREET,Victoria St,VICTORIA,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,MELBOURNE,2,B,,,0.0,,,,1,DS,,2308875,2308899,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.95420274100002 -37.806922896,144.95343912200008 -37.807299195999974)",5672093,1383138,road,0,ROSSLYN STREET,Rosslyn St,ROSSLYN,STREET,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,5,B,,,0.0,,,,1,U,,2308714,2308907,257,2000/12/17,0,2000/12/17
"LINESTRING (144.96289720700008 -37.806656930999964,144.96279850200006 -37.807227689,144.96277996200001 -37.80733483099999)",5672113,1383158,road,0,SWANSTON STREET,Swanston St,SWANSTON,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,3,B,,,0.0,,,,1,ND,,2308582,2308928,1487,2000/12/17,0,2000/12/17
"LINESTRING (144.962453977 -37.806609426999955,144.96277996200001 -37.80733483099999)",5672114,1383159,road,0,SWANSTON STREET,Swanston St,SWANSTON,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,3,B,,,0.0,,,,1,ND,,2308560,2308928,1487,2000/12/17,0,2000/12/17
"LINESTRING (144.95934291499998 -37.81202505499999,144.95990595700005 -37.811859261999984)",5674633,1385693,road,0,LITTLE LONSDALE STREET,Little Lonsdale St,LITTLE LONSDALE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2311117,2311034,1217,2000/12/17,0,2000/12/17
"LINESTRING (144.95934291499998 -37.81202505499999,144.95912657200006 -37.811549701999979)",5674634,1385694,road,0,QUEEN STREET,Queen St,QUEEN,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,4,B,,,0.0,,,,1,DS,,2311117,2310876,1328,2000/12/17,0,2000/12/17
"LINESTRING (144.96695632400008 -37.81202671799997,144.96684021800002 -37.812060653)",5674653,1385713,road,0,LITTLE BOURKE STREET,Little Bourke St,LITTLE BOURKE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2311116,2311133,110,2000/12/17,0,2000/12/17
"LINESTRING (144.96684021800002 -37.812060653,144.96681218200001 -37.81197334699999,144.96653794899999 -37.811374409,144.96654146800006 -37.81135247899999,144.96641245400008 -37.811071815999981)",5674654,1385714,road,0,HEFFERNAN LANE,Heffernan Lane,HEFFERNAN,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2311133,2310662,1217,2000/12/17,0,2000/12/17
"LINESTRING (144.95093253499999 -37.812103407,144.95138097900008 -37.811976583999979)",5674679,1385739,road,0,JEFFCOTT STREET,Jeffcott St,JEFFCOTT,STREET,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,5,B,,,0.0,,,,1,U,,2311155,2311096,257,2000/12/17,0,2000/12/17
"LINESTRING (144.97813114600001 -37.811004218999983,144.97795399500001 -37.812037901,144.97793854600002 -37.81212799799999)",5674688,1385748,road,0,LANSDOWNE STREET,Lansdowne St,LANSDOWNE,STREET,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,2,B,,,0.0,,,,1,DS,,2310630,2311166,1487,2000/12/17,0,2000/12/17
"LINESTRING (144.953766266 -37.812134949999972,144.95342176200006 -37.81139942499999)",5674697,1385757,road,0,KING STREET,King St,KING,STREET,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,2,B,,,0.0,,,,1,DS,,2311174,2310817,1272,2000/12/17,0,2000/12/17
"LINESTRING (144.96876641599999 -37.811710282999968,144.96896048300005 -37.811655984999959,144.96916935000002 -37.812122533999968,144.96908709299998 -37.812146163999955)",5674703,1385763,road,0,CROFT ALLEY,Croft Ally,CROFT,ALLEY,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2310955,2311179,260,2000/12/17,0,2000/12/17
"LINESTRING (144.96084813900006 -37.813811725999983,144.96023703900005 -37.813986688999989)",5675722,1386788,road,0,LITTLE BOURKE STREET,Little Bourke St,LITTLE BOURKE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2312001,2312089,1217,2000/12/17,0,2000/12/17
"LINESTRING (144.96023703900005 -37.813986688999989,144.95978865400002 -37.81300436399999)",5675723,1386789,road,0,QUEEN STREET,Queen St,QUEEN,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,4,B,,,0.0,,,,1,DS,,2312089,2311621,1330,2000/12/17,0,2000/12/17
"LINESTRING (144.96688709400007 -37.814275020999958,144.96650707399999 -37.814387206999982)",5675957,1387026,road,0,LITTLE COLLINS STREET,Little Collins St,LITTLE COLLINS,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2312239,2312287,110,2000/12/17,0,2000/12/17
"LINESTRING (144.96650707399999 -37.814387206999982,144.966400357 -37.814164215)",5675958,1387027,road,0,RAINBOW ALLEY,Rainbow Ally,RAINBOW,ALLEY,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2312287,2312178,260,2000/12/17,0,2000/12/17
"LINESTRING (144.97023625600002 -37.814408426999989,144.97108426800003 -37.81415966899999,144.97147278600005 -37.814047018999986)",5675978,1387047,road,0,COLLINS STREET,Collins St,COLLINS,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,4,B,,,0.0,,,,1,U,,2312304,2312124,1328,2000/12/17,0,2000/12/17
"LINESTRING (144.95918555600008 -37.814287748999959,144.95875736400001 -37.814410346999978)",5675982,1387051,road,0,LITTLE BOURKE STREET,Little Bourke St,LITTLE BOURKE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2312241,2312308,136,2000/12/17,0,2000/12/17
"LINESTRING (144.96037554200007 -37.80818234899999,144.959883719 -37.807113313)",5672570,1383615,road,0,ELIZABETH STREET,Elizabeth St,ELIZABETH,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,3,B,,,0.0,,,,1,U,,2309320,2308805,1272,2000/12/17,0,2000/12/17
"LINESTRING (144.96798008200005 -37.809492584,144.96841409299998 -37.809366250999972)",5673283,1384331,road,0,LITTLE LONSDALE STREET,Little Lonsdale St,LITTLE LONSDALE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2309949,2309872,110,2000/12/17,0,2000/12/17
"LINESTRING (144.96766059300001 -37.808790298999952,144.96798008200005 -37.809492584)",5673284,1384332,road,0,BENNETTS LANE,Bennetts Lane,BENNETTS,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2309604,2309949,260,2000/12/17,0,2000/12/17
"LINESTRING (144.94434699600004 -37.80952381899999,144.94541325099999 -37.808525272999987)",5673306,1384354,road,0,HAWKE STREET,Hawke St,HAWKE,STREET,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,5,B,,,0.0,,,,1,DS,,2309967,2309483,257,2000/12/17,0,2000/12/17
"LINESTRING (144.94434699600004 -37.80952381899999,144.94407047300001 -37.809173235)",5673307,1384355,road,0,RAILWAY PLACE,Railway Pl,RAILWAY,PLACE,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,5,F,,,0.0,,,,1,U,,2309967,2309777,345,2000/12/17,0,2000/12/17
"LINESTRING (144.94883988100003 -37.809543874999974,144.94939028700003 -37.809276851999982)",5673320,1384368,road,0,ROSSLYN STREET,Rosslyn St,ROSSLYN,STREET,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,5,B,,,0.0,,,,1,U,,2309977,2309826,260,2000/12/17,0,2000/12/17
"LINESTRING (144.94824600700008 -37.81165238799997,144.94896929499998 -37.811451566999949)",5674417,1385473,road,0,BATMAN STREET,Batman St,BATMAN,STREET,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,5,B,,,0.0,,,,1,U,,2310933,2310846,257,2000/12/17,0,2000/12/17
"LINESTRING (144.96533101400007 -37.81138668,144.96545849400002 -37.811661676999961)",5674421,1385477,road,0,TATTERSALLS LANE,Tattersalls Lane,TATTERSALLS,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2310807,2310935,260,2000/12/17,0,2000/12/17
